Data,IDENT,SLAT,SLONG,AGE,IntM,Nint,F,DF,VDM,Comments,AUTHORS,YEAR,JOURNAL,VOL,PAGES,NOTE,MagIC,Ref
1177,Tagmyr22,69.5,91,245,T-,16,21,4,3.3,replacesRef12to14,"Solodovnikov,G.M.",1995,"Izv.,EarthPhys.(Eng.Trans.)",30,815-821,&nbsp;,,84
1178,Tagmyr23,69.5,91,245,T-,7,21,2.6,3,replacesRef12to14,"Solodovnikov,G.M.",1995,"Izv.,EarthPhys.(Eng.Trans.)",30,815-821,&nbsp;,,84
346,25.Hartz,50,10,245,ONR,1,11,&nbsp;,&nbsp;,&nbsp;,"Koenigsberger,J.G.",1938,Terr.Magn.Atmos.Elect.,43,299-320,&nbsp;,,36
345,24.Brohna,50,10,249,ONR,1,5.1,&nbsp;,&nbsp;,&nbsp;,"Koenigsberger,J.G.",1938,Terr.Magn.Atmos.Elect.,43,299-320,&nbsp;,,36
9376,Flow18,71.33,102.5,250,WT+,24,17.2,5.4,2.5,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9377,Flow19,71.33,102.5,250,WT+,11,10.1,3.2,1.5,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9378,Flow20,71.33,102.5,250,T+,14,11.6,3.8,1.6,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9379,Flow21,71.33,102.5,250,WT+,7,19,7.5,2.6,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9380,Flow22,71.33,102.5,250,WT+,17,11.2,6.3,1.5,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9381,Flow23,71.33,102.5,250,WT+,12,23.8,12.3,3.3,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9382,Flow24,71.33,102.5,250,WT+,12,17.3,5.2,2.5,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9383,Flow25,71.33,102.5,250,WT+,11,17.2,7.6,2.4,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9384,Flow26,71.33,102.5,250,WT+,8,15.4,5,2.3,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9385,Flow27,71.33,102.5,250,WT+,9,13.5,10.8,2.1,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9386,Flow28,71.33,102.5,250,WT+,3,18.7,3.8,2.7,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9387,Flow29,71.33,102.5,250,WT+,3,22.1,2.8,3.2,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9388,Flow30,71.33,102.5,250,WT+,14,15.1,8.1,2.2,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9389,Flow31,71.33,102.5,250,WT+,10,24.7,7.6,3.8,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9390,Flow34,71.33,102.5,250,WT+,8,18.6,9.1,2.8,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9391,Flow35,71.33,102.5,250,WT+,7,17.1,5.1,2.5,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9392,Flow36,71.33,102.5,250,WT+,6,7.8,0.9,1.2,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9393,Flow38,71.33,102.5,250,WT+,4,9.6,1.7,1.4,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9394,Flow39,71.33,102.5,250,WT+,6,17,7,2.5,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9395,Flow40,71.33,102.5,250,WT+,10,21.3,3.1,3.3,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9396,Flow41,71.33,102.5,250,WT+,2,26.1,2.7,5,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9397,Flow42,71.33,102.5,250,WT+,5,6.3,2.3,1.3,&nbsp;,"Scherbakova,V.V.,Zhidkov,G.V.,Latyshev,A.V.,Scherbakov,V.P.",2013,"Izvestiya,PhysicsoftheSolidEarth",49,488-504,&nbsp;,,691
9157,Aikhal,66.17,111.33,250,T+,8,45.1,12,6.2,&nbsp;,"Blanco,D.,Kravchinsky,V.A.,Valet,J-P.Ali,A.,Potter,D.K.",2012,PhysicsoftheEarthandPlanetaryInteriors,204,21-Nov,&nbsp;,,679
9158,Sytikanskaya,66.11,111.8,250,T+,5,35.2,12.3,5.7,&nbsp;,"Blanco,D.,Kravchinsky,V.A.,Valet,J-P.Ali,A.,Potter,D.K.",2012,PhysicsoftheEarthandPlanetaryInteriors,204,21-Nov,&nbsp;,,679
9159,Yubileinaya,66,111.7,250,T+,10,44.3,6.8,5.9,&nbsp;,"Blanco,D.,Kravchinsky,V.A.,Valet,J-P.Ali,A.,Potter,D.K.",2012,PhysicsoftheEarthandPlanetaryInteriors,204,21-Nov,&nbsp;,,679
343,22.Neubrohna,50,10,251,ONR,1,9.4,&nbsp;,&nbsp;,&nbsp;,"Koenigsberger,J.G.",1938,Terr.Magn.Atmos.Elect.,43,299-320,&nbsp;,,36
344,23.Bautzen,50,10,251,ONR,1,0.8,&nbsp;,&nbsp;,&nbsp;,"Koenigsberger,J.G.",1938,Terr.Magn.Atmos.Elect.,43,299-320,&nbsp;,,36
8455,Km,70.37,90.07,251.2,T+,25,26.7,8,3.9,"Groupaverage,sameflowsasPINTData8393-8398","ShcherbakovaV.V.,ShcherbakovV.P.,VodovosovV.V.,SychevaN.K.",2005,"Izv.,Phys.SolidEarth(Eng.Trans.)",41,931-944,Samplesfromthesamegroupsas633,,634
8456,Hr,70.37,90.07,251.2,T+,22,21.1,6.8,3.4,"Groupaverage,sameflowsasPINTData8399-8404","ShcherbakovaV.V.,ShcherbakovV.P.,VodovosovV.V.,SychevaN.K.",2005,"Izv.,Phys.SolidEarth(Eng.Trans.)",41,931-944,Samplesfromthesamegroupsas633,,634
8457,Mk,70.37,90.07,251.2,T+,43,15.9,6.5,2.3,"Groupaverage,sameflowsasPINTData8405-8414","ShcherbakovaV.V.,ShcherbakovV.P.,VodovosovV.V.,SychevaN.K.",2005,"Izv.,Phys.SolidEarth(Eng.Trans.)",41,931-944,Samplesfromthesamegroupsas633,,634
8458,Mr,70.37,90.07,251.2,T+,27,22,7.3,3,"Groupaverage,sameflowsasPINTData8415-8421","ShcherbakovaV.V.,ShcherbakovV.P.,VodovosovV.V.,SychevaN.K.",2005,"Izv.,Phys.SolidEarth(Eng.Trans.)",41,931-944,Samplesfromthesamegroupsas633,,634
8459,Nd,69.47,88.72,251.2,T+,12,19,7.9,2.7,"Groupaverage,sameflowsasPINTData8422-8435","ShcherbakovaV.V.,ShcherbakovV.P.,VodovosovV.V.,SychevaN.K.",2005,"Izv.,Phys.SolidEarth(Eng.Trans.)",41,931-944,Samplesfromthesamegroupsas633,,634
8393,KMX4,70.37,90.07,251.2,T+,2,37.6,1,5.2,AlsoinPINTData8455;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8394,KMX3,70.37,90.07,251.2,T+,4,30.8,2.7,4.4,AlsoinPINTData8455;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8395,KMX2,70.37,90.07,251.2,T+,2,12,2.2,1.8,AlsoinPINTData8455;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8396,KMX1,70.37,90.07,251.2,T+,2,22,6.1,3.2,AlsoinPINTData8455;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8397,KM3,70.37,90.07,251.2,T+,3,11.5,1.2,1.7,AlsoinPINTData8455;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8398,KM1,70.37,90.07,251.2,T+,2,16.5,3.6,2.4,AlsoinPINTData8455;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8399,HR13,70.37,90.07,251.2,T+,2,14.8,1.7,2,AlsoinPINTData8456;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8400,HR11,70.37,90.07,251.2,T+,2,13.7,0.3,1.9,AlsoinPINTData8456;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8401,HR7,70.37,90.07,251.2,T+,2,29.6,2.2,4.3,AlsoinPINTData8456;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8402,HR6,70.37,90.07,251.2,T+,2,16.8,1.8,2.7,AlsoinPINTData8456;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8403,HR3,70.37,90.07,251.2,T+,4,19.9,2,3.7,AlsoinPINTData8456;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8404,HR2,70.37,90.07,251.2,T+,3,12.8,0.4,2.2,AlsoinPINTData8456;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8405,MK13,70.37,90.07,251.2,T+,2,17.7,2.2,2.6,AlsoinPINTData8457;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8406,MK12,70.37,90.07,251.2,T+,1,11.8,&nbsp;,1.8,AlsoinPINTData8457;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8407,MK8,70.37,90.07,251.2,T+,2,20.5,1.8,2.8,AlsoinPINTData8457;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8408,MK7,70.37,90.07,251.2,T+,1,21.7,&nbsp;,3,AlsoinPINTData8457;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8409,MK5,70.37,90.07,251.2,T+,2,16.4,0,2.2,AlsoinPINTData8457;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8410,MK4,70.37,90.07,251.2,T+,2,16.3,0.2,2.3,AlsoinPINTData8457;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8411,MK3,70.37,90.07,251.2,T+,3,10.4,0.8,1.5,AlsoinPINTData8457;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8412,MK2,70.37,90.07,251.2,T+,4,12.4,1.5,1.8,AlsoinPINTData8457;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8413,MK1,70.37,90.07,251.2,T+,2,34.6,6.4,4.8,AlsoinPINTData8457;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8414,MK0,70.37,90.07,251.2,T+,2,21.6,0.3,3.1,AlsoinPINTData8457;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8415,MR1,70.37,90.07,251.2,T+,4,13.8,1.1,1.9,AlsoinPINTData8458;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8416,MR2,70.37,90.07,251.2,T+,1,20.4,&nbsp;,2.8,AlsoinPINTData8458;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8417,MR6,70.37,90.07,251.2,T+,3,23.3,1.7,3.3,AlsoinPINTData8458;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8418,MR7,70.37,90.07,251.2,T+,2,26.4,2.5,3.7,AlsoinPINTData8458;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8419,MR9,70.37,90.07,251.2,T+,3,19.7,0.6,2.6,AlsoinPINTData8458;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8420,MR11,70.37,90.07,251.2,T+,3,22.5,0.7,3,AlsoinPINTData8458;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8421,MR23,70.37,90.07,251.2,T+,1,14.6,&nbsp;,2,AlsoinPINTData8458;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8422,ND1,70.37,90.07,251.2,T+,1,16.9,&nbsp;,2.5,AlsoinPINTData8459;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8423,ND4,70.37,90.07,251.2,T+,2,19.2,0.3,2.7,AlsoinPINTData8459;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8424,ND5,70.37,90.07,251.2,T+,3,8.8,2.3,1.3,AlsoinPINTData8459;DirectionalGroupD,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8425,ND6,70.37,90.07,251.2,T+,3,23.3,2,3.6,AlsoinPINTData8459;DirectionalGroupC,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8426,ND7,70.37,90.07,251.2,T+,4,9.7,1.2,1.4,AlsoinPINTData8459;DirectionalGroupC,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8427,ND8,70.37,90.07,251.2,T+,2,17.4,2.8,2.7,AlsoinPINTData8459;DirectionalGroupC,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8428,ND9,70.37,90.07,251.2,T+,1,18.5,&nbsp;,2.9,AlsoinPINTData8459;DirectionalGroupC,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8429,ND10,70.37,90.07,251.2,T+,2,13.1,0,2,AlsoinPINTData8459;DirectionalGroupC,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8430,ND11,70.37,90.07,251.2,T+,3,13.3,1,2.1,AlsoinPINTData8459;DirectionalGroupC,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8431,ND12,70.37,90.07,251.2,T+,4,13.8,2.2,2.2,AlsoinPINTData8459;DirectionalGroupC,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8432,ND13,70.37,90.07,251.2,T+,1,6.7,&nbsp;,1,AlsoinPINTData8459;DirectionalGroupC,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8433,ND14,70.37,90.07,251.2,T+,4,8.6,1.9,1.4,AlsoinPINTData8459;DirectionalGroupC,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8434,ND25,70.37,90.07,251.2,T+,3,15.9,2.3,2.6,AlsoinPINTData8459;DirectionalGroupC,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8435,ND26,70.37,90.07,251.2,T+,3,8.4,0.4,1.4,AlsoinPINTData8459;DirectionalGroupC,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8436,TK4,70.37,90.07,251.2,T+,2,13.8,3.4,2,DirectionalGroupC,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8437,TK5,70.37,90.07,251.2,T+,2,12.9,6.9,1.9,DirectionalGroupC,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8438,TK6,70.37,90.07,251.2,T+,2,10.5,1.1,1.5,DirectionalGroupC,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8439,TK7,70.37,90.07,251.2,T+,2,9.2,0.8,1.3,DirectionalGroupC,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8440,GD4,69.47,88.72,251.2,T+,1,14.3,&nbsp;,2.7,DirectionalGroupB,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8441,GD3,69.47,88.72,251.2,T+,2,8.8,4.4,1.5,DirectionalGroupB,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8442,GD1,69.47,88.72,251.2,T+,2,13.1,0.2,2.4,DirectionalGroupB,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8443,SV10,69.47,88.72,251.2,T+,1,8.6,&nbsp;,1.6,DirectionalGroupB,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8444,SV9,69.47,88.72,251.2,T+,3,12.2,1.6,2.4,DirectionalGroupB,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8445,SV8,69.47,88.72,251.2,T+,4,13.8,1.7,2.5,DirectionalGroupB,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8446,SV7,69.47,88.72,251.2,T+,4,14.3,1.3,2.6,DirectionalGroupB,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8447,SV6,69.47,88.72,251.2,T+,3,5.4,0.6,1,DirectionalGroupB,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8448,SV5,69.47,88.72,251.2,T+,2,7,1.6,1.3,DirectionalGroupB,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8449,SV4,69.47,88.72,251.2,T+,3,5.5,1.7,1,DirectionalGroupB,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8450,SV3,69.47,88.72,251.2,T+,2,7.4,1.6,1.5,DirectionalGroupB,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8451,SV2,69.47,88.72,251.2,T+,2,7,1.7,1.2,DirectionalGroupB,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8452,SV1,69.47,88.72,251.2,T+,2,9.8,0.4,1.8,DirectionalGroupB,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8453,IV3,69.47,88.72,251.2,T+,1,9.4,&nbsp;,1.4,AlsoinPINTData8462;DirectionalGroupA,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
8454,IV2,69.47,88.72,251.2,T+,1,11,&nbsp;,1.8,AlsoinPINTData8462;DirectionalGroupA,"HeunemannC.,KrasaD.,SoffelH.C.,GurevitchE.,BachtadseV.",2004,EarthPlanet.Sci.Letters,218,197-213,Samplesfromthesamegroupsas634,,633
929,ZEL026,43.4,6.7,253,S,1,6.7,&nbsp;,1.7,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.",1983,J.Geophys.,52,85-96,&nbsp;,,68
930,ZEL089,43.4,6.7,253,S,2,16.3,3.1,3.9,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.",1983,J.Geophys.,52,85-96,&nbsp;,,68
931,ZEL097,43.4,6.7,253,S,4,15.7,2.4,3.9,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.",1983,J.Geophys.,52,85-96,&nbsp;,,68
932,ZEL106,43.4,6.7,253,S,4,26.8,3.1,6.3,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.",1983,J.Geophys.,52,85-96,&nbsp;,,68
933,ZEL107,43.4,6.7,253,S,4,18.9,1,4.4,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.",1983,J.Geophys.,52,85-96,&nbsp;,,68
