Data,IDENT,SLAT,SLONG,AGE,IntM,Nint,F,DF,VDM,P,Ndir,INC,DEC,k,a95,AUTHORS,YEAR,JOURNAL,VOL,PAGES,NOTE,MagIC,Ref
658,RajmahalXIV,25,87,118,W,1,32.3,&nbsp;,5.5,N,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Radhakrishnamurty,C.,Likhite,S.D.,Sahasrabudhe,P.W.",1977,Phys.EarthPlanet.Interiors,13,289-300,&nbsp;,,60
659,RajmahalXV,25,87,118,W,1,32.3,&nbsp;,5.5,N,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Radhakrishnamurty,C.,Likhite,S.D.,Sahasrabudhe,P.W.",1977,Phys.EarthPlanet.Interiors,13,289-300,&nbsp;,,60
660,RajmahalXVI,25,87,118,W,1,77.7,&nbsp;,13.1,N,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Radhakrishnamurty,C.,Likhite,S.D.,Sahasrabudhe,P.W.",1977,Phys.EarthPlanet.Interiors,13,289-300,&nbsp;,,60
9106,Lava1,40.83,119.78,119.3,T+,5,21.5,2,4,N,54,52.9,23.2,346.4,1,"Qin,H.,He,H.,Liu,Q.,Cai,S.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,199-211,&nbsp;,,672
9107,Lava3,40.83,119.78,119.3,T+,6,22.5,5.8,3.9,N,38,58.8,4.5,409.3,1.1,"Qin,H.,He,H.,Liu,Q.,Cai,S.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,199-211,&nbsp;,,672
9108,Lava4,40.83,119.78,119.3,T+,5,17.4,6.7,2.9,N,33,61.4,3.9,408.1,1.2,"Qin,H.,He,H.,Liu,Q.,Cai,S.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,199-211,&nbsp;,,672
3018,1183A-67R-3W,-1,157,120,T+,2,8.1,2.6,1.7,R,&nbsp;,-23,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Riisager,J.,Zhao,X.,Coe,R.S.",2003,"Geochem.,Geophys.,Geosyst.",4,"10,1029/2003GC000611",&nbsp;,,204
3019,1185A-16R-1W,-0.2,161.5,120,T+,2,18,1.6,3.8,R,&nbsp;,-23,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Riisager,J.,Zhao,X.,Coe,R.S.",2003,"Geochem.,Geophys.,Geosyst.",4,"10,1029/2003GC000611",&nbsp;,,204
3020,1186A-32R-2W,-0.6,160,120,T+,2,12.8,2.8,2.7,R,&nbsp;,-23,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Riisager,J.,Zhao,X.,Coe,R.S.",2003,"Geochem.,Geophys.,Geosyst.",4,"10,1029/2003GC000611",&nbsp;,,204
3021,1186A-34R-3W,-0.6,160,120,T+,2,32.9,0.6,7,R,&nbsp;,-23,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Riisager,J.,Zhao,X.,Coe,R.S.",2003,"Geochem.,Geophys.,Geosyst.",4,"10,1029/2003GC000611",&nbsp;,,204
3022,1187A-04R-2W,1,161.5,120,T+,1,29,&nbsp;,6.2,R,&nbsp;,-23,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Riisager,J.,Zhao,X.,Coe,R.S.",2003,"Geochem.,Geophys.,Geosyst.",4,"10,1029/2003GC000611",&nbsp;,,204
3023,1187A-04R-3W,1,161.5,120,T+,1,36.7,&nbsp;,7.8,R,&nbsp;,-23,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Riisager,J.,Zhao,X.,Coe,R.S.",2003,"Geochem.,Geophys.,Geosyst.",4,"10,1029/2003GC000611",&nbsp;,,204
3024,1187A-05R-7W,1,161.5,120,T+,1,40.6,&nbsp;,8.6,R,&nbsp;,-23,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Riisager,J.,Zhao,X.,Coe,R.S.",2003,"Geochem.,Geophys.,Geosyst.",4,"10,1029/2003GC000611",&nbsp;,,204
3025,1187A-06R-1W,1,161.5,120,T+,3,19,1.4,4,R,&nbsp;,-23,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Riisager,J.,Zhao,X.,Coe,R.S.",2003,"Geochem.,Geophys.,Geosyst.",4,"10,1029/2003GC000611",&nbsp;,,204
3026,1187A-06R-3W,1,161.5,120,T+,1,17.7,&nbsp;,3.8,R,&nbsp;,-23,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Riisager,J.,Zhao,X.,Coe,R.S.",2003,"Geochem.,Geophys.,Geosyst.",4,"10,1029/2003GC000611",&nbsp;,,204
3027,1187A-07R-2W,1,161.5,120,T+,1,32.6,&nbsp;,6.9,R,&nbsp;,-23,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Riisager,J.,Zhao,X.,Coe,R.S.",2003,"Geochem.,Geophys.,Geosyst.",4,"10,1029/2003GC000611",&nbsp;,,204
3028,1187A-09R-3W,1,161.5,120,T+,1,22.4,&nbsp;,4.8,R,&nbsp;,-23,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Riisager,J.,Zhao,X.,Coe,R.S.",2003,"Geochem.,Geophys.,Geosyst.",4,"10,1029/2003GC000611",&nbsp;,,204
3029,1187A-13R-6W,1,161.5,120,T+,1,55.7,&nbsp;,11.8,R,&nbsp;,-23,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Riisager,J.,Zhao,X.,Coe,R.S.",2003,"Geochem.,Geophys.,Geosyst.",4,"10,1029/2003GC000611",&nbsp;,,204
8507,Z17,41.5,121.1,120.5,S,2,16.7,&nbsp;,2.7,R,4,-60.6,164.9,2500,1.4,"PanY.,HillM.,ZhuR.,ShawJ.",2004,Geophys.J.Int.,157,553-564,&nbsp;,,636
8517,Z17,41.5,121.1,120.5,M,2,19.1,&nbsp;,3.2,R,4,-60.6,164.9,2500,1.4,"PanY.,HillM.,ZhuR.,ShawJ.",2004,Geophys.J.Int.,157,553-564,&nbsp;,,636
8506,Z12,41.5,121.1,120.7,S,2,25.7,&nbsp;,4.2,R,3,-61.4,170.1,2260.7,1.7,"PanY.,HillM.,ZhuR.,ShawJ.",2004,Geophys.J.Int.,157,553-564,&nbsp;,,636
8516,Z12,41.5,121.1,120.7,M,2,27.1,&nbsp;,4.6,R,3,-61.4,170.1,2260.7,1.7,"PanY.,HillM.,ZhuR.,ShawJ.",2004,Geophys.J.Int.,157,553-564,&nbsp;,,636
8505,Z01,41.5,121.1,120.9,S,3,29.7,2.7,5,R,4,-61.9,172.2,97.2,7.1,"PanY.,HillM.,ZhuR.,ShawJ.",2004,Geophys.J.Int.,157,553-564,&nbsp;,,636
8515,Z01,41.5,121.1,120.9,M,3,15.3,1.4,2.5,R,4,-61.9,172.2,97.2,7.1,"PanY.,HillM.,ZhuR.,ShawJ.",2004,Geophys.J.Int.,157,553-564,&nbsp;,,636
2747,Zhuanchengzilava01,41.48,121.1,120.93,T+,3,22.8,1.9,3.2,R,11,-64.7,188.7,180,3.4,"Zhu,R.,Pan,Y.,Shaw,J.,Li,D.,Li,Q.",2001,Phys.EarthPlanet.Interiors,128,207-222,&nbsp;,,182
2748,Zhuanchengzilava04,41.48,121.1,120.93,T+,3,24.8,2.5,3.8,R,6,-53.7,171.9,59,8.8,"Zhu,R.,Pan,Y.,Shaw,J.,Li,D.,Li,Q.",2001,Phys.EarthPlanet.Interiors,128,207-222,&nbsp;,,182
2749,Zhuanchengzilava07,41.48,121.1,120.93,T+,5,36,1.5,5.3,R,9,-59.1,171.6,166,4,"Zhu,R.,Pan,Y.,Shaw,J.,Li,D.,Li,Q.",2001,Phys.EarthPlanet.Interiors,128,207-222,&nbsp;,,182
2750,Zhuanchengzilava09,41.48,121.1,120.93,T+,5,31,1.5,4.5,R,7,-59.9,184.7,129,5.3,"Zhu,R.,Pan,Y.,Shaw,J.,Li,D.,Li,Q.",2001,Phys.EarthPlanet.Interiors,128,207-222,&nbsp;,,182
2751,Zhuanchengzilava11,41.48,121.1,120.93,T+,5,12.1,2.9,1.7,R,8,-64.7,172.3,134,4.8,"Zhu,R.,Pan,Y.,Shaw,J.,Li,D.,Li,Q.",2001,Phys.EarthPlanet.Interiors,128,207-222,&nbsp;,,182
2752,Zhuanchengzilava12,41.48,121.1,120.93,T+,4,28,1,4,R,6,-61.5,171.8,180,5,"Zhu,R.,Pan,Y.,Shaw,J.,Li,D.,Li,Q.",2001,Phys.EarthPlanet.Interiors,128,207-222,&nbsp;,,182
2753,Zhuanchengzilava13,41.48,121.1,120.93,T+,4,28.3,1.6,4.1,R,6,-61.3,174.4,167,5.2,"Zhu,R.,Pan,Y.,Shaw,J.,Li,D.,Li,Q.",2001,Phys.EarthPlanet.Interiors,128,207-222,&nbsp;,,182
2754,Zhuanchengzilava17,41.48,121.1,120.93,T+,4,18.5,1.2,2.7,R,8,-61.3,164.5,102,5.5,"Zhu,R.,Pan,Y.,Shaw,J.,Li,D.,Li,Q.",2001,Phys.EarthPlanet.Interiors,128,207-222,&nbsp;,,182
2755,Zhuanchengzilava18,41.48,121.1,120.93,T+,3,35.9,1.9,5,R,6,-65.5,159.9,139,5.7,"Zhu,R.,Pan,Y.,Shaw,J.,Li,D.,Li,Q.",2001,Phys.EarthPlanet.Interiors,128,207-222,&nbsp;,,182
2756,Zhuanchengzilava19,41.48,121.1,120.93,T+,3,32.3,3.7,4.7,R,7,-60.9,164.7,167,4.7,"Zhu,R.,Pan,Y.,Shaw,J.,Li,D.,Li,Q.",2001,Phys.EarthPlanet.Interiors,128,207-222,&nbsp;,,182
2757,Zhuanchengzilava20,41.48,121.1,120.93,T+,3,27.6,2.7,3.9,R,6,-62.9,155.5,231,4.4,"Zhu,R.,Pan,Y.,Shaw,J.,Li,D.,Li,Q.",2001,Phys.EarthPlanet.Interiors,128,207-222,&nbsp;,,182
6446,0417d022p2a,25,-68,121,T+,2,9.4,0.4,2.1,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6447,0417d022p2b,25,-68,121,T+,2,11.2,2.6,2.5,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6448,0417d022p2d,25,-68,121,T+,2,11.2,1.4,2.5,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6449,0417d022p2e,25,-68,121,T+,2,17.8,0.9,4,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6450,0417d022p4a,25,-68,121,T+,1,4.7,&nbsp;,1,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6451,0417d022p4c,25,-68,121,T+,2,8.7,0.8,1.9,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
8170,AL,-32,-65,121,T+,5,29,2.4,5.9,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Ruiz,R.C.,Goguitchaichvili,A.,Geuna,S.E.,Alva-Valdivia,L.M.,Sole,J.,Morales,J.",2006,EarthPlanetsSpace,58,1333-1339,&nbsp;,,615
8508,Z20,41.5,121.1,121,S,2,14.8,&nbsp;,2.5,R,3,-57,173,164.6,6.3,"PanY.,HillM.,ZhuR.,ShawJ.",2004,Geophys.J.Int.,157,553-564,&nbsp;,,636
1334,Hole807C,3,-144.1,122.3,T+,18,19.4,7.4,3.6,N,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Pick,T.,Tauxe,L.",1993,Nature,366,238-242,&nbsp;,,88
6591,0807c742027,4,157,122.4,T+,2,35.7,0.8,6.6,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6592,0807c742089,4,157,122.4,T+,1,5.1,&nbsp;,0.9,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6593,0807c742091,4,157,122.4,T+,2,36.5,0.3,6.8,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6594,0807c742097,4,157,122.4,T+,2,8,1,1.5,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6595,0807c751027,4,157,122.4,T+,2,42.1,17.5,7.8,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6596,0807c752004,4,157,122.4,T+,3,34.2,2.4,6.3,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6597,0807c752032,4,157,122.4,T+,2,24,2.5,4.5,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6598,0807c752039,4,157,122.4,T+,1,40.6,&nbsp;,7.5,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6599,0807c752066,4,157,122.4,T+,1,6.9,&nbsp;,1.3,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6600,0807c752072,4,157,122.4,T+,2,33.5,19.8,6.2,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6601,0807c754096,4,157,122.4,T+,1,33.2,&nbsp;,6.2,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6602,0807c771035,4,157,122.4,T+,2,70,1.9,13,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6603,0807c771037,4,157,122.4,T+,1,49,&nbsp;,9.1,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6604,0807c772034,4,157,122.4,T+,2,30.5,9,5.7,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6605,0807c772114,4,157,122.4,T+,4,24.5,9.6,4.5,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6606,0807c781034,4,157,122.4,T+,2,25.2,17.2,4.7,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6607,0807c791058,4,157,122.4,T+,2,38.7,3.6,7.2,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6608,0807c792143,4,157,122.4,T+,1,25.2,&nbsp;,4.7,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6609,0807c79x026,4,157,122.4,T+,2,18,7.9,3.3,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6610,0807c825015,4,157,122.4,T+,2,37.7,20.1,7,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6611,0807c857130,4,157,122.4,T+,1,28.6,&nbsp;,5.3,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6612,0807c861105,4,157,122.4,T+,3,20.2,2.6,3.8,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6613,0807c862006,4,157,122.4,T+,2,14.9,9.2,2.8,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6614,0807c86x091,4,157,122.4,T+,1,10,&nbsp;,1.9,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6615,0807c871048,4,157,122.4,T+,2,12.5,3.5,2.3,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6616,0807c871073,4,157,122.4,T+,2,9.3,1.2,1.7,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6617,0807c872091,4,157,122.4,T+,1,11.6,&nbsp;,2.1,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6618,0807c881057,4,157,122.4,T+,2,17.9,7.8,3.3,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6619,0807c892148,4,157,122.4,T+,1,15.5,&nbsp;,2.9,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6620,0807c903094,4,157,122.4,T+,1,11.7,&nbsp;,2.2,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6621,0807c921120,4,157,122.4,T+,1,14.9,&nbsp;,2.8,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
207,Kafan25,39,46,123,T-,17,10,4.1,2,O,10,-39,160,&nbsp;,7,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
208,Kafan26,39,46,123,T-,&nbsp;,20,&nbsp;,4.3,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
209,Kafan27,39,46,123,T-,4,20,4,4.1,O,1,-46,210,&nbsp;,&nbsp;,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
210,Kafan28,39,46,123,T-,6,9,2.4,2,O,3,-48,215,&nbsp;,10,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
211,Kafan29,39,46,123,T-,6,8,2.4,1.6,T,4,-46,270,&nbsp;,17,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
212,Kafan30,39,46,123,T-,8,17,2.8,3.5,O,9,-44,210,&nbsp;,5,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
2972,Sihetun03,41.6,120.7,124.4,T+,2,16.9,0.4,3,R,9,-57.6,179,151,4.2,"Zhu,R.,Hoffman,K.A.,Pan,Y.,Shi,R.,Li,D.",2003,Phys.EarthPlanet.Interiors,136,187-199,&nbsp;,,197
8509,S03,41.8,120.8,124.4,S,3,13.3,1.1,2.3,R,4,-58.5,177.4,91.9,7.3,"PanY.,HillM.,ZhuR.,ShawJ.",2004,Geophys.J.Int.,157,553-564,&nbsp;,,636
2974,Sihetun05,41.6,120.7,124.6,T+,3,23.5,3,4.2,N,9,57.4,6.9,128,4.6,"Zhu,R.,Hoffman,K.A.,Pan,Y.,Shi,R.,Li,D.",2003,Phys.EarthPlanet.Interiors,136,187-199,&nbsp;,,197
8510,S05,41.8,120.8,124.6,S,4,15.4,2.7,2.7,R,5,56.9,4.7,82.3,6.9,"PanY.,HillM.,ZhuR.,ShawJ.",2004,Geophys.J.Int.,157,553-564,&nbsp;,,636
2975,Sihetun06,41.6,120.7,124.8,T+,3,20.3,4,3.5,N,9,59.2,10.6,230,3.4,"Zhu,R.,Hoffman,K.A.,Pan,Y.,Shi,R.,Li,D.",2003,Phys.EarthPlanet.Interiors,136,187-199,&nbsp;,,197
8511,S06,41.8,120.8,124.8,S,3,22,3.4,3.8,R,5,59.6,3,49.5,8.9,"PanY.,HillM.,ZhuR.,ShawJ.",2004,Geophys.J.Int.,157,553-564,&nbsp;,,636
2977,Sihetun12,41.6,120.7,124.9,T+,2,20,0.9,3.5,N,5,57.6,12.2,137,6.6,"Zhu,R.,Hoffman,K.A.,Pan,Y.,Shi,R.,Li,D.",2003,Phys.EarthPlanet.Interiors,136,187-199,&nbsp;,,197
8512,S08,41.8,120.8,124.9,S,3,19.9,4.8,3.4,R,3,60,348.9,201.1,5.7,"PanY.,HillM.,ZhuR.,ShawJ.",2004,Geophys.J.Int.,157,553-564,&nbsp;,,636
1331,Hole417D,20.8,-59,125,T+,11,12,3,2.8,R,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Pick,T.,Tauxe,L.",1993,Nature,366,238-242,&nbsp;,,88
1332,Hole418A,20.8,-59,125,T+,11,15.5,8.8,3.5,R,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Pick,T.,Tauxe,L.",1993,Nature,366,238-242,&nbsp;,,88
2973,Sihetun04,41.6,120.7,125,T+,3,21.2,1,3.6,T,6,-10.5,34.2,53,9.3,"Zhu,R.,Hoffman,K.A.,Pan,Y.,Shi,R.,Li,D.",2003,Phys.EarthPlanet.Interiors,136,187-199,&nbsp;,,197
2976,Sihetun10,41.6,120.7,125.1,T+,3,24.6,0.4,4.2,N,7,61.1,12.2,158,4.8,"Zhu,R.,Hoffman,K.A.,Pan,Y.,Shi,R.,Li,D.",2003,Phys.EarthPlanet.Interiors,136,187-199,&nbsp;,,197
8513,H03,41.9,120.8,125.4,S,2,15.1,&nbsp;,2.7,R,4,57,0.3,204,4.9,"PanY.,HillM.,ZhuR.,ShawJ.",2004,Geophys.J.Int.,157,553-564,&nbsp;,,636
8514,H04,41.9,120.8,125.4,S,4,11.6,1.4,2.1,R,4,56.4,9.3,116,6.5,"PanY.,HillM.,ZhuR.,ShawJ.",2004,Geophys.J.Int.,157,553-564,&nbsp;,,636
178,Artaminian1,41,45,126,T-,5,8,4.5,1.8,O,5,34,7,&nbsp;,3,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
179,Artaminian2,41,45,126,T-,5,7,2.2,1.6,O,5,31,351,&nbsp;,4,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
180,Artaminian3,41,45,126,T-,5,16,2.2,3.7,O,5,30,356,&nbsp;,3,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
181,Artaminian4,41,45,126,T-,4,11,2,2.5,O,4,34,10,&nbsp;,4,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
182,Artaminian5,41,45,126,T-,4,8,6,1.8,O,4,-34,170,&nbsp;,2,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
802,3,46,-73,126,T-,2,21,14,3.9,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Schwarz,E.J.,Symons,D.T.A.",1969,Phys.EarthPlanet.Interiors,2,18-Nov,&nbsp;,,65
2978,Sihetun13,41.6,120.7,126.1,T+,3,15.4,3.3,2.8,N,6,54.6,16.3,382,3.4,"Zhu,R.,Hoffman,K.A.,Pan,Y.,Shi,R.,Li,D.",2003,Phys.EarthPlanet.Interiors,136,187-199,&nbsp;,,197
2482,RajmahalTrap,24.8,87.5,127.5,T+,10,31.4,5.8,5.1,N,93,-64.7,300.5,&nbsp;,6.7,"Sakai,Hi.,Funaki,M.,Sato,T.,Rao,K.V.,Takigami,Y.,Sakai,Ha,Hirooka,K.",1997,Proc.NIPRSymp.Antarct.Geosci.,10,68-78,&nbsp;,,164
6762,1,42.1,121.5,128.4,T+,4,27.5,1.1,4.8,N,8,58.8,7,150.3,4.5,"Zhu,R.,Lo.,C-H.,Shi,R.,Pan,Y.,Shi,G.,Shao,J.",2004,Phys.EarthPlanet.Interiors,147,117-126,&nbsp;,,517
6763,2,42.1,121.5,128.4,T+,3,29,0.7,4.8,N,8,62.8,0.2,179.3,4.1,"Zhu,R.,Lo.,C-H.,Shi,R.,Pan,Y.,Shi,G.,Shao,J.",2004,Phys.EarthPlanet.Interiors,147,117-126,&nbsp;,,517
6764,4,42.1,121.5,128.4,T+,3,29,1,4.9,N,6,61.7,7.8,264.3,4.1,"Zhu,R.,Lo.,C-H.,Shi,R.,Pan,Y.,Shi,G.,Shao,J.",2004,Phys.EarthPlanet.Interiors,147,117-126,&nbsp;,,517
2980,Sihetun15,41.6,120.7,129.2,T+,3,19.9,0.3,3.4,N,9,59.2,1.5,141,4.4,"Zhu,R.,Hoffman,K.A.,Pan,Y.,Shi,R.,Li,D.",2003,Phys.EarthPlanet.Interiors,136,187-199,&nbsp;,,197
2979,Sihetun14,41.6,120.7,129.3,T+,3,21.1,3.4,3.6,N,9,59.5,349.4,343,2.8,"Zhu,R.,Hoffman,K.A.,Pan,Y.,Shi,R.,Li,D.",2003,Phys.EarthPlanet.Interiors,136,187-199,&nbsp;,,197
8172,DSP-3,-32,-65,130,T+,5,42.8,4.3,8,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Ruiz,R.C.,Goguitchaichvili,A.,Geuna,S.E.,Alva-Valdivia,L.M.,Sole,J.,Morales,J.",2006,EarthPlanetsSpace,58,1333-1339,&nbsp;,,615
