 Data , IDENT, SLAT, SLONG, AGE , DAGE, AgeMtd  , P, Country , Continent , IntM, Ndir, INC , DEC , k, a95 , Nint, F, DF  , DFPc, VDM , GROUP, TYPE, FORM, ROCKMAG , COMMENTS  , LOCATION NAME , Ref 
6526,0562x044003 ,33,-42,17.4,0.2,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,15.9,&nbsp;,&nbsp;,3.4,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1825 ,&nbsp;,512
1825,562,33,-42,17.9,0.4,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,9,13.6,3.4,25,2.6,Volcanic  ,Basalt,Chilled margin  ,&nbsp;,VADM; superceded by PINT Data 6518-6526 ,&nbsp;,131
324,01 Niederobfleiden  ,50,10,18,6,Estimated ,O ,Germany,Europe,ONR,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,42.1,&nbsp;,&nbsp;,&nbsp;,Volcanic  ,Basalt,&nbsp;,&nbsp;,&nbsp;,&nbsp;,36
6463,0469x461p01 ,33,-121,18.7,0.2,Geomagnetic polarity timescale,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,13.7,3.6,26,2.5,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6651,0907a251028 ,69,-13,19.5,1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,18,0.1,0,2.4,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6652,0907a252049 ,69,-13,19.5,1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,10.3,3.7,36,1.4,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6653,0907a254049 ,69,-13,19.5,1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,19.6,0.3,1,2.7,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6654,0907a261053 ,69,-13,19.5,1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,15.8,0.8,4,2.2,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6655,0907a261139 ,69,-13,19.5,1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,5,11,1.7,15,1.5,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6656,0907a261143 ,69,-13,19.5,1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,5,8.9,1.4,15,1.2,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6657,0907a262014 ,69,-13,19.5,1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,16.4,2.1,13,2.2,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6658,0907a262019 ,69,-13,19.5,1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,13.9,0.5,3,1.9,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6490,0495x471p05 ,12.5,-91,20.7,0.2,Geomagnetic polarity timescale,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,14.8,&nbsp;,&nbsp;,3.8,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1817 ,&nbsp;,512
6491,0495x481p10 ,12.5,-91,20.7,0.2,Geomagnetic polarity timescale,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,18.7,&nbsp;,&nbsp;,4.8,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1817 ,&nbsp;,512
6492,0495x482p06 ,12.5,-91,20.7,0.2,Geomagnetic polarity timescale,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,18,&nbsp;,&nbsp;,4.6,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1817 ,&nbsp;,512
6493,0495x483p03 ,12.5,-91,20.7,0.2,Geomagnetic polarity timescale,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,16.2,2.1,12,4.2,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1817 ,&nbsp;,512
2324,36 Sevan Lake,40,45.7,21.5,4.9,Stratigraphy,O ,Armenia,Europe,T-,10,50,350,34,8,9,23,6,26,4.4,Volcanic  ,Dacite,&nbsp;,&nbsp;,VDMc  ,&nbsp;,154
2325,37 Sevan Lake,40,45.7,21.5,4.9,Stratigraphy,O ,Armenia,Europe,T-,14,-48,172,29,8,20,25,4.5,17,4.9,Volcanic  ,Dacite,&nbsp;,&nbsp;,VDMc  ,&nbsp;,154
2326,38 Sevan Lake,40,45.7,21.5,4.9,Stratigraphy,O ,Armenia,Europe,T-,14,-49,170,37,7,7,27,5.3,19,5.3,Volcanic  ,Ignimbrite  ,&nbsp;,&nbsp;,VDMc  ,&nbsp;,154
338,16. Loch Kilchrist  ,55,0,22,7,Estimated ,O ,United Kingdom  ,Europe,ONR,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,30.2,&nbsp;,&nbsp;,&nbsp;,Plutonic  ,Granite,&nbsp;,&nbsp;,&nbsp;,&nbsp;,36
1817,495,12.5,-91,22,2,Geomagnetic polarity timescale,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,17.3,2.1,12,4.4,Volcanic  ,Basalt,Chilled margin  ,&nbsp;,VADM; superceded by PINT Data 6490-6493 ,&nbsp;,131
2313,21 Gazminskaya  ,39.7,45.5,22.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,22,63,355,68,4,22,27,4.7,17,4.4,Plutonic  ,Granodiorite,&nbsp;,&nbsp;,VDMc  ,&nbsp;,154
2314,22 Gazminskaya  ,39.7,45.5,22.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,9,67,351,38,9,6,27,4.9,18,4.2,Plutonic  ,&nbsp;,Dyke  ,&nbsp;,VDMc  ,&nbsp;,154
3062,Lu03  ,42,119.2,22.5,0.5,K-Ar  ,N ,China ,Asia  ,T+,6,56.3,352.7,&nbsp;,2.3,4,22.2,1.5,7,4,Volcanic  ,Basalt,Lava Flow ,Ti Poor magnetite ; PSD ,&nbsp;,&nbsp;,206
3063,Lu05  ,42,119.2,22.5,0.5,K-Ar  ,N ,China ,Asia  ,T+,4,55.2,4.4,&nbsp;,2.4,4,29.4,2.1,7,5.4,Volcanic  ,Basalt,Lava Flow ,Ti Poor magnetite ; PSD ,&nbsp;,&nbsp;,206
3064,Lu06  ,42,119.2,22.5,0.5,K-Ar  ,N ,China ,Asia  ,T+,6,67.8,15.9,&nbsp;,6.5,3,22.8,1.2,5,3.5,Volcanic  ,Basalt,Lava Flow ,Ti Poor magnetite ; PSD ,&nbsp;,&nbsp;,206
3065,Lu07  ,42,119.2,22.5,0.5,K-Ar  ,N ,China ,Asia  ,T+,7,62.2,351.8,&nbsp;,5.1,3,24,0.2,1,4,Volcanic  ,Basalt,Lava Flow ,Ti Poor magnetite ; PSD ,&nbsp;,&nbsp;,206
3066,Lu08  ,42,119.2,22.5,0.5,K-Ar  ,N ,China ,Asia  ,T+,7,64.3,18.6,&nbsp;,7.6,3,25.5,4.2,16,4.1,Volcanic  ,Basalt,Lava Flow ,Ti Poor magnetite ; PSD ,&nbsp;,&nbsp;,206
3067,Lu09  ,42,119.2,22.5,0.5,K-Ar  ,N ,China ,Asia  ,T+,6,66.2,17.6,&nbsp;,5,3,23.9,0.7,3,3.6,Volcanic  ,Basalt,Lava Flow ,Ti Poor magnetite ; PSD ,&nbsp;,&nbsp;,206
3068,Lu12  ,42,119.2,22.5,0.5,K-Ar  ,N ,China ,Asia  ,T+,6,61.2,347.5,&nbsp;,5.2,3,14.4,1.5,10,2.4,Volcanic  ,Basalt,Lava Flow ,Ti Poor magnetite ; PSD ,&nbsp;,&nbsp;,206
138,Azerbaijan  ,40,47,25,5,Estimated ,O ,Azerbaijan  ,Europe,Z ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,9,51,15,29,&nbsp;,Volcanic  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,9
422,San Juan 13 ,37.8,-106.8,26.4,1,K-Ar  ,O ,U.S.A.,North America,T-,7,53.4,331.9,206,4.2,1,42.6,&nbsp;,&nbsp;,7.9,Volcanic  ,Rhyolite  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,43
420,San Juan 11 ,37.9,-107.1,26.55,0.15,K-Ar  ,O ,U.S.A.,North America,T-,9,69.8,348.8,597,2.1,2,33.9,4.4,13,5.1,Volcanic  ,Rhyolite  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,43
421,San Juan 12 ,37.8,-106.9,26.55,0.15,K-Ar  ,O ,U.S.A.,North America,T-,8,47,5.3,2660,1.1,2,44.8,4.5,10,9,Volcanic  ,Rhyolite  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,43
331,07. Biltstein,50,10,27,7,Estimated ,O ,Germany,Europe,ONR,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,6.4,&nbsp;,&nbsp;,&nbsp;,Volcanic  ,Basalt,&nbsp;,&nbsp;,&nbsp;,&nbsp;,36
2515,CB,28,-105,27.1,1.1,K-Ar  ,R ,Mexico,North America,T+,10,-28.4,218.9,50,7.7,2,19.8,1.5,8,4.7,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,168
419,San Juan 08 ,37.7,-106.3,27.25,0.55,K-Ar  ,O ,U.S.A.,North America,T-,8,-59.2,142.9,1110,1.7,1,47.8,&nbsp;,&nbsp;,8.3,Volcanic  ,Rhyolite  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,43
423,San Juan 15 ,37.7,-107.3,28,0.2,K-Ar  ,O ,U.S.A.,North America,T-,8,-25.6,250.1,127,4.9,1,4.8,&nbsp;,&nbsp;,1.1,Volcanic  ,Rhyolite  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,43
322,00 Frankenstein ,50,10,28,8,Estimated ,O ,Germany,Europe,ONR,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,17,&nbsp;,&nbsp;,&nbsp;,Volcanic  ,Basalt,&nbsp;,&nbsp;,&nbsp;,&nbsp;,36
424,San Juan 16 ,37.8,-107.4,28.4,1,K-Ar  ,O ,U.S.A.,North America,T-,8,31.2,341.1,1310,1.5,2,19.3,3,16,4.5,Volcanic  ,Rhyolite  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,43
2513,BAP,28,-105,28.4,1.1,K-Ar  ,N ,Mexico,North America,T+,9,61.3,357,247,3.3,4,21.6,4.2,19,3.6,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,168
2299,05-06 Akhavnadzor,40.3,45.2,28.5,7.8,Stratigraphy,O ,Armenia,Europe,T-,27,-64,106,105,3,25,24,5,20,3.9,&nbsp;,&nbsp;,Baked contact,&nbsp;,VDMc  ,&nbsp;,154
2300,07 Akhavnadzor  ,40.3,45.2,28.5,7.8,Stratigraphy,O ,Armenia,Europe,T-,7,-78,159,155,5,8,24,8.5,35,3.3,Volcanic  ,Tuff  ,Baked contact,&nbsp;,VDMc  ,&nbsp;,154
2301,08 Akhavnadzor  ,40.3,45.2,28.5,7.8,Stratigraphy,O ,Armenia,Europe,T-,17,-75,182,117,3,17,22,4.1,18,3.1,Sedimentary ,Clay  ,Baked contact,&nbsp;,VDMc  ,&nbsp;,154
2302,09 Akhavnadzor  ,40.3,45.2,28.5,7.8,Stratigraphy,O ,Armenia,Europe,T-,21,-58,166,140,3,23,22,4.8,21,3.9,Sedimentary ,Sandstone ,Baked contact,&nbsp;,VDMc  ,&nbsp;,154
2303,10 Akhavnadzor  ,40.3,45.2,28.5,7.8,Stratigraphy,O ,Armenia,Europe,T-,8,-58,165,108,5,10,24,6.3,26,4.2,Volcanic  ,&nbsp;,Baked contact,&nbsp;,VDMc  ,&nbsp;,154
2304,11-12 Akhavnadzor,40.3,45.2,28.5,7.8,Stratigraphy,O ,Armenia,Europe,T-,40,-51,178,98,3,41,22,6.4,29,4.2,&nbsp;,&nbsp;,Baked contact,&nbsp;,VDMc  ,&nbsp;,154
2305,13 Akhavnadzor  ,40.3,45.2,28.5,7.8,Stratigraphy,O ,Armenia,Europe,T-,22,-63,152,41,5,19,35,4.4,12,5.8,Volcanic  ,Tuff  ,Baked contact,&nbsp;,VDMc  ,&nbsp;,154
2306,14 Akhavnadzor  ,40.3,45.2,28.5,7.8,Stratigraphy,O ,Armenia,Europe,T-,16,-74,180,15,10,9,26,9,34,3.7,Volcanic  ,&nbsp;,Baked contact,&nbsp;,VDMc  ,&nbsp;,154
2307,15 Akhavnadzor  ,40.3,45.2,28.5,7.8,Stratigraphy,O ,Armenia,Europe,T-,12,-67,169,16,12,15,26,3.9,14,4.1,Volcanic  ,Tuff  ,Baked contact,&nbsp;,VDMc  ,&nbsp;,154
2308,16 Akhavnadzor  ,40.3,45.2,28.5,7.8,Stratigraphy,O ,Armenia,Europe,T-,11,-72,212,15,12,15,26,7.7,29,3.8,Volcanic  ,Ignimbrite  ,Baked contact,&nbsp;,VDMc  ,&nbsp;,154
2309,17 Akhavnadzor  ,40.3,45.2,28.5,7.8,Stratigraphy,O ,Armenia,Europe,T-,11,-60,170,25,9,7,25,2.6,10,4.3,Volcanic  ,Tuff  ,Baked contact,&nbsp;,VDMc  ,&nbsp;,154
2310,18 Akhavnadzor  ,40.3,45.2,28.5,7.8,Stratigraphy,O ,Armenia,Europe,T-,11,-59,161,26,9,14,26,11.2,43,4.5,Volcanic  ,&nbsp;,Baked contact,&nbsp;,VDMc  ,&nbsp;,154
2311,19 Akhavnadzor  ,40.3,45.2,28.5,7.8,Stratigraphy,O ,Armenia,Europe,T-,11,-85,248,17,11,15,27,7.7,28,3.5,Sedimentary ,Clay  ,Baked contact,&nbsp;,VDMc  ,&nbsp;,154
2312,20 Akhavnadzor  ,40.3,45.2,28.5,7.8,Stratigraphy,O ,Armenia,Europe,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,12,27,3.5,12,3.9,Volcanic  ,&nbsp;,Baked contact,&nbsp;,VDMc  ,&nbsp;,154
8208,CS01  ,42.24,119.25,28.68,0.4,K-Ar  ,O ,China ,Asia  ,T+,8,-56.3,231.1,1067.1,1.7,6,64.9,4.7,7,11.6,Volcanic  ,Basalt,Lava Flow ,titanomagnetite ,&nbsp;,"Hebei Province, China",618
2995,Rab12 ,-49.09,69.44,29,1,Ar-Ar ,R ,Kerguelen ,Indian Ocean,T+,7,68.2,140.2,207,4.2,4,37.7,2.4,6,5.8,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,201
2996,Ruc14 ,-48.87,68.91,29,1,Ar-Ar ,R ,Kerguelen ,Indian Ocean,T+,7,76.4,149.5,184,4.5,3,37.2,2.7,7,5.2,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,201
2997,Ruc15 ,-48.87,68.91,29,1,Ar-Ar ,R ,Kerguelen ,Indian Ocean,T+,7,76.4,149.5,184,4.5,4,40,4.3,11,5.7,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,201
2998,Ruc16 ,-48.87,68.91,29,1,Ar-Ar ,R ,Kerguelen ,Indian Ocean,T+,4,79.9,183.3,202,6.5,4,34.8,0.9,3,4.7,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,201
2999,Tem01 ,-48.88,69.11,29,1,Ar-Ar ,N ,Kerguelen ,Indian Ocean,T+,7,-67.3,356.6,465,2.8,3,61,3.6,6,9.5,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,201
3000,Tem06 ,-48.88,69.11,29,1,Ar-Ar ,R ,Kerguelen ,Indian Ocean,T+,5,77.1,221.2,980,2.4,3,20.1,1.7,8,2.8,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,201
3001,Tem10 ,-48.88,69.11,29,1,Ar-Ar ,R ,Kerguelen ,Indian Ocean,T+,7,60.6,188,76,7,3,25,1.7,7,4.2,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,201
3002,Tem13 ,-48.88,69.11,29,1,Ar-Ar ,R ,Kerguelen ,Indian Ocean,T+,7,55.5,180.5,146,5,6,39.7,5.7,14,7.2,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,201
3003,Tem15 ,-48.88,69.11,29,1,Ar-Ar ,R ,Kerguelen ,Indian Ocean,T+,4,64.5,188.1,1110,2.8,3,36.6,1.6,4,5.9,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,201
3004,Tem16 ,-48.88,69.11,29,1,Ar-Ar ,R ,Kerguelen ,Indian Ocean,T+,5,64.2,178.1,329,4.2,4,30.5,3.8,12,4.9,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,201
3005,Tem17 ,-48.88,69.11,29,1,Ar-Ar ,R ,Kerguelen ,Indian Ocean,T+,7,62,186,225,4,6,51.8,6.8,13,8.6,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,201
3006,Tem18 ,-48.88,69.11,29,1,Ar-Ar ,R ,Kerguelen ,Indian Ocean,T+,8,60.7,177,249,3.5,6,55,6.9,13,9.3,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,201
418,San Juan 04 ,37.4,-106.3,29.8,1,K-Ar  ,O ,U.S.A.,North America,T-,8,37.1,325.4,211,3.8,1,11.7,&nbsp;,&nbsp;,2.6,Volcanic  ,Rhyolite  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,43
2514,BLC,28,-105,29.8,6.9,K-Ar  ,N ,Mexico,North America,T+,9,49.4,314.2,188,3.8,5,20.3,2.6,13,4,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,168
8209,ZY02  ,41.16,114.66,29.97,0.41,K-Ar  ,O ,China ,Asia  ,T+,8,-47.3,186,63.4,7.1,4,22.8,2.5,10,4.5,Volcanic  ,Basalt,Lava Flow ,titanomagnetite ,&nbsp;,"Hebei Province, China",618
1056,2,20.7,-102.2,30,20,Stratigraphy,O ,Mexico,North America,S ,8,47,352.2,26,&nbsp;,1,58.5,&nbsp;,&nbsp;,11.7,Volcanic  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,78
1057,3,20.7,-102.2,30,20,Stratigraphy,O ,Mexico,North America,S ,8,39.4,339.7,107,&nbsp;,2,52.6,1.7,3,11.4,Volcanic  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,78
2199,LL05  ,13.2,37.2,30,&nbsp;,Combined  ,R ,Ethiopia  ,Africa,T+,2,41,218,&nbsp;,&nbsp;,2,14.2,3.3,23,3,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,149
2200,LL06  ,13.2,37.2,30,&nbsp;,Combined  ,R ,Ethiopia  ,Africa,T+,1,-33,176,&nbsp;,&nbsp;,1,24.7,&nbsp;,&nbsp;,5.6,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,149
2201,LL08  ,13.2,37.2,30,&nbsp;,Combined  ,R ,Ethiopia  ,Africa,T+,3,-19,175,&nbsp;,&nbsp;,3,17.3,1.3,8,4.3,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,149
2202,LL16  ,13.2,37.2,30,&nbsp;,Combined  ,R ,Ethiopia  ,Africa,T+,2,26,184,&nbsp;,&nbsp;,2,19.7,3.8,19,4.7,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,149
2203,LL17  ,13.2,37.2,30,&nbsp;,Combined  ,R ,Ethiopia  ,Africa,T+,3,-9,190,&nbsp;,&nbsp;,3,39.2,4.4,11,10,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,149
2204,LL19  ,13.2,37.2,30,&nbsp;,Combined  ,R ,Ethiopia  ,Africa,T+,2,-22,187,&nbsp;,&nbsp;,2,35.4,1.4,4,8.6,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,149
2205,LL23  ,13.2,37.2,30,&nbsp;,Combined  ,R ,Ethiopia  ,Africa,T+,3,34,199,&nbsp;,&nbsp;,3,24.9,4,16,5.6,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,149
2206,LL28  ,13.2,37.2,30,&nbsp;,Combined  ,R ,Ethiopia  ,Africa,T+,1,-6,173,&nbsp;,&nbsp;,1,14.5,&nbsp;,&nbsp;,3.7,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,149
6502,0556x031140 ,39,-35,30.7,0.2,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,12.9,&nbsp;,&nbsp;,2.5,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1823 ,&nbsp;,512
6503,0556x041091 ,39,-35,30.7,0.2,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,9.9,0,0,1.9,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1823 ,&nbsp;,512
6504,0556x051116 ,39,-35,30.7,0.2,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,21.6,0.6,2,4.2,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1823 ,&nbsp;,512
6505,0556x052084 ,39,-35,30.7,0.2,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,11.9,0.9,7,2.3,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1823 ,&nbsp;,512
6506,0556x062055 ,39,-35,30.7,0.2,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,28.7,0.8,2,5.6,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1823 ,&nbsp;,512
6507,0556x073146 ,39,-35,30.7,0.2,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,8,&nbsp;,&nbsp;,1.6,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1823 ,&nbsp;,512
6508,0556x083109 ,39,-35,30.7,0.2,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,21.8,&nbsp;,&nbsp;,4.3,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1823 ,&nbsp;,512
6509,0556x084002 ,39,-35,30.7,0.2,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,22.1,1.4,6,4.3,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1823 ,&nbsp;,512
6386,0205x311p01 ,-25,178,30.7,0.5,Geomagnetic polarity timescale,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,16.6,2.2,13,3,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6387,0205x311p02 ,-25,178,30.7,0.5,Geomagnetic polarity timescale,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,15.5,2.9,18,2.8,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6460,0448a171p1w ,16,135,31,1,Fossil,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,36.5,&nbsp;,&nbsp;,7.8,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
8210,CD01  ,42.22,119.08,31.53,0.79,K-Ar  ,O ,China ,Asia  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,8,55.2,9.7,17,9.3,Volcanic  ,Basalt,Lava Flow ,titanomagnetite ,VADM  ,"Hebei Province, China",618
1823,556,39,-35,32,1.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,15.8,4.9,31,2.9,Volcanic  ,Basalt,Chilled margin  ,&nbsp;,VADM; superceded by PINT Data 6502-6509 ,&nbsp;,131
1824,559,35,-41,32,1.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,9.5,0.7,7,1.8,Volcanic  ,Basalt,Chilled margin  ,&nbsp;,VADM; superceded by PINT Data 6515-6517 ,&nbsp;,131
6462,0458x461p9a ,17.86,146.93,32,1,Fossil,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,20,2.5,12,5.1,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
